success,precision,recall,f1,tp,fp,fn,predicted_entities,gt_entities,fp_entities,fn_entities,elapsed_time,output,model,prompt_strategy,file
True,1.0,0.6,0.7499999999999999,3.0,0.0,2,"[{'text': 'Catalina', 'type': 'person', 'start_pos': 132, 'end_pos': 140}, {'text': 'Marcellus', 'type': 'person', 'start_pos': 252, 'end_pos': 261}, {'text': 'Anna', 'type': 'person', 'start_pos': 266, 'end_pos': 270}]","[{'startOffset': 132, 'endOffset': 140, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 252, 'endOffset': 261, 'type': 'PERSON', 'text': 'Marcellus'}, {'startOffset': 266, 'endOffset': 270, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 431, 'endOffset': 435, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 451, 'endOffset': 469, 'type': 'EMAIL', 'text': 'm.grant512@tuta.io'}]",[],"[{'startOffset': 431, 'endOffset': 435, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 451, 'endOffset': 469, 'type': 'EMAIL', 'text': 'm.grant512@tuta.io'}]",2.929142,"{'entities': [{'text': 'Catalina', 'type': 'person', 'start_pos': 132, 'end_pos': 140}, {'text': 'Marcellus', 'type': 'person', 'start_pos': 252, 'end_pos': 261}, {'text': 'Anna', 'type': 'person', 'start_pos': 266, 'end_pos': 270}]}",deepseek-r1:7b,role and task,7.json
True,0.6666666666666666,0.3333333333333333,0.4444444444444444,2.0,1.0,4,"[{'text': 'bc1qt5vmgkz06c4q6z3trw8gkfj0y7n07gq5kzm68d', 'type': 'btc', 'start_pos': 179, 'end_pos': 221}, {'text': 'bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh', 'type': 'btc', 'start_pos': 409, 'end_pos': 451}, {'text': 'anna key', 'type': 'person', 'start_pos': 232, 'end_pos': 240}]","[{'startOffset': 41, 'endOffset': 61, 'type': 'EMAIL', 'text': 'cv.editor@riseup.net'}, {'startOffset': 179, 'endOffset': 221, 'type': 'BTC', 'text': 'bc1qt5vmgkz06c4q6z3trw8gkfj0y7n07gq5kzm68d'}, {'startOffset': 232, 'endOffset': 238, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 269, 'endOffset': 273, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 290, 'endOffset': 299, 'type': 'PERSON', 'text': 'Marcellus'}, {'startOffset': 409, 'endOffset': 451, 'type': 'BTC', 'text': 'bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh'}]","[{'text': 'anna key', 'type': 'person', 'start_pos': 232, 'end_pos': 240}]","[{'startOffset': 41, 'endOffset': 61, 'type': 'EMAIL', 'text': 'cv.editor@riseup.net'}, {'startOffset': 232, 'endOffset': 238, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 269, 'endOffset': 273, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 290, 'endOffset': 299, 'type': 'PERSON', 'text': 'Marcellus'}]",7.088309,"{'entities': [{'text': 'bc1qt5vmgkz06c4q6z3trw8gkfj0y7n07gq5kzm68d', 'type': 'btc', 'start_pos': 179, 'end_pos': 221}, {'text': 'bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh', 'type': 'btc', 'start_pos': 409, 'end_pos': 451}, {'text': 'anna key', 'type': 'person', 'start_pos': 232, 'end_pos': 240}]}",deepseek-r1:7b,role task and format,5.json
True,1.0,0.3333333333333333,0.5,2.0,0.0,4,"[{'text': 'c.varga@journalisttruth.org', 'type': 'email', 'start_pos': 35, 'end_pos': 62}, {'text': 'cv.editor@riseup.net', 'type': 'email', 'start_pos': 63, 'end_pos': 83}]","[{'startOffset': 0, 'endOffset': 8, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 35, 'endOffset': 62, 'type': 'EMAIL', 'text': 'c.varga@journalisttruth.org'}, {'startOffset': 63, 'endOffset': 83, 'type': 'EMAIL', 'text': 'cv.editor@riseup.net'}, {'startOffset': 84, 'endOffset': 88, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 144, 'endOffset': 150, 'type': 'LOCATION', 'text': 'Prague'}, {'startOffset': 164, 'endOffset': 169, 'type': 'PERSON', 'text': 'Varga'}]",[],"[{'startOffset': 0, 'endOffset': 8, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 84, 'endOffset': 88, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 144, 'endOffset': 150, 'type': 'LOCATION', 'text': 'Prague'}, {'startOffset': 164, 'endOffset': 169, 'type': 'PERSON', 'text': 'Varga'}]",2.650438,"{'entities': [{'text': 'c.varga@journalisttruth.org', 'type': 'email', 'start_pos': 35, 'end_pos': 62}, {'text': 'cv.editor@riseup.net', 'type': 'email', 'start_pos': 63, 'end_pos': 83}]}",deepseek-r1:7b,role task and format,4.json
True,1.0,0.5,0.6666666666666666,2.0,0.0,2,"[{'text': 'Anna', 'type': 'person', 'start_pos': 49, 'end_pos': 53}, {'text': 'bc1q2gdf0hxk6e5nxp72cr9sv5uwx9a0gz0h3p9a4f', 'type': 'btc', 'start_pos': 371, 'end_pos': 413}]","[{'startOffset': 49, 'endOffset': 53, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 289, 'endOffset': 293, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 371, 'endOffset': 413, 'type': 'BTC', 'text': 'bc1q2gdf0hxk6e5nxp72cr9sv5uwx9a0gz0h3p9a4f'}, {'startOffset': 435, 'endOffset': 444, 'type': 'PERSON', 'text': 'Marcellus'}]",[],"[{'startOffset': 289, 'endOffset': 293, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 435, 'endOffset': 444, 'type': 'PERSON', 'text': 'Marcellus'}]",3.991205,"{'entities': [{'text': 'Anna', 'type': 'person', 'start_pos': 49, 'end_pos': 53}, {'text': 'bc1q2gdf0hxk6e5nxp72cr9sv5uwx9a0gz0h3p9a4f', 'type': 'btc', 'start_pos': 371, 'end_pos': 413}]}",deepseek-r1:7b,role task and format,3.json
True,0.75,0.3,0.4285714285714285,3.0,1.0,7,"[{'text': 'Catalina', 'type': 'person', 'start_pos': 34, 'end_pos': 42}, {'text': 'Anna', 'type': 'person', 'start_pos': 343, 'end_pos': 347}, {'text': 'Lance Moreno', 'type': 'person', 'start_pos': 669, 'end_pos': 681}, {'text': '6.4 BTC', 'type': 'btc', 'start_pos': 648, 'end_pos': 655}]","[{'startOffset': 33, 'endOffset': 41, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 191, 'endOffset': 201, 'type': 'LOCATION', 'text': 'Seychelles'}, {'startOffset': 342, 'endOffset': 346, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 422, 'endOffset': 446, 'type': 'EMAIL', 'text': 'contact@unitedchange.org'}, {'startOffset': 469, 'endOffset': 500, 'type': 'EMAIL', 'text': 'lance.morenopolitical@gmail.com'}, {'startOffset': 579, 'endOffset': 587, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 661, 'endOffset': 673, 'type': 'PERSON', 'text': 'Lance Moreno'}, {'startOffset': 752, 'endOffset': 760, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 778, 'endOffset': 782, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 793, 'endOffset': 802, 'type': 'PERSON', 'text': 'Marcellus'}]","[{'text': '6.4 BTC', 'type': 'btc', 'start_pos': 648, 'end_pos': 655}]","[{'startOffset': 191, 'endOffset': 201, 'type': 'LOCATION', 'text': 'Seychelles'}, {'startOffset': 422, 'endOffset': 446, 'type': 'EMAIL', 'text': 'contact@unitedchange.org'}, {'startOffset': 469, 'endOffset': 500, 'type': 'EMAIL', 'text': 'lance.morenopolitical@gmail.com'}, {'startOffset': 579, 'endOffset': 587, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 752, 'endOffset': 760, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 778, 'endOffset': 782, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 793, 'endOffset': 802, 'type': 'PERSON', 'text': 'Marcellus'}]",4.207963,"{'entities': [{'text': 'Catalina', 'type': 'person', 'start_pos': 34, 'end_pos': 42}, {'text': 'Anna', 'type': 'person', 'start_pos': 343, 'end_pos': 347}, {'text': 'Lance Moreno', 'type': 'person', 'start_pos': 669, 'end_pos': 681}, {'text': '6.4 BTC', 'type': 'btc', 'start_pos': 648, 'end_pos': 655}]}",deepseek-r1:7b,role task and format,6.json
True,1.0,0.4,0.5714285714285715,2.0,0.0,3,"[{'text': 'm.grant512@tuta.io', 'type': 'email', 'start_pos': 451, 'end_pos': 469}, {'text': 'Catalina', 'type': 'person', 'start_pos': 132, 'end_pos': 140}]","[{'startOffset': 132, 'endOffset': 140, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 252, 'endOffset': 261, 'type': 'PERSON', 'text': 'Marcellus'}, {'startOffset': 266, 'endOffset': 270, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 431, 'endOffset': 435, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 451, 'endOffset': 469, 'type': 'EMAIL', 'text': 'm.grant512@tuta.io'}]",[],"[{'startOffset': 252, 'endOffset': 261, 'type': 'PERSON', 'text': 'Marcellus'}, {'startOffset': 266, 'endOffset': 270, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 431, 'endOffset': 435, 'type': 'PERSON', 'text': 'Anna'}]",2.742188,"{'entities': [{'text': 'm.grant512@tuta.io', 'type': 'email', 'start_pos': 451, 'end_pos': 469}, {'text': 'Catalina', 'type': 'person', 'start_pos': 132, 'end_pos': 140}]}",deepseek-r1:7b,role task and format,7.json
True,1.0,0.3333333333333333,0.5,2.0,0.0,4,"[{'text': 'bc1qt5vmgkz06c4q6z3trw8gkfj0y7n07gq5kzm68d', 'type': 'btc', 'start_pos': 179, 'end_pos': 221}, {'text': 'bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh', 'type': 'btc', 'start_pos': 409, 'end_pos': 451}]","[{'startOffset': 41, 'endOffset': 61, 'type': 'EMAIL', 'text': 'cv.editor@riseup.net'}, {'startOffset': 179, 'endOffset': 221, 'type': 'BTC', 'text': 'bc1qt5vmgkz06c4q6z3trw8gkfj0y7n07gq5kzm68d'}, {'startOffset': 232, 'endOffset': 238, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 269, 'endOffset': 273, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 290, 'endOffset': 299, 'type': 'PERSON', 'text': 'Marcellus'}, {'startOffset': 409, 'endOffset': 451, 'type': 'BTC', 'text': 'bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh'}]",[],"[{'startOffset': 41, 'endOffset': 61, 'type': 'EMAIL', 'text': 'cv.editor@riseup.net'}, {'startOffset': 232, 'endOffset': 238, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 269, 'endOffset': 273, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 290, 'endOffset': 299, 'type': 'PERSON', 'text': 'Marcellus'}]",5.908523,"{'entities': [{'text': 'bc1qt5vmgkz06c4q6z3trw8gkfj0y7n07gq5kzm68d', 'type': 'btc', 'start_pos': 179, 'end_pos': 221}, {'text': 'bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh', 'type': 'btc', 'start_pos': 409, 'end_pos': 451}]}",deepseek-r1:7b,role task format and example,5.json
True,1.0,0.3333333333333333,0.5,2.0,0.0,4,"[{'text': 'c.varga@journalisttruth.org', 'type': 'email', 'start_pos': 35, 'end_pos': 62}, {'text': 'cv.editor@riseup.net', 'type': 'email', 'start_pos': 63, 'end_pos': 83}]","[{'startOffset': 0, 'endOffset': 8, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 35, 'endOffset': 62, 'type': 'EMAIL', 'text': 'c.varga@journalisttruth.org'}, {'startOffset': 63, 'endOffset': 83, 'type': 'EMAIL', 'text': 'cv.editor@riseup.net'}, {'startOffset': 84, 'endOffset': 88, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 144, 'endOffset': 150, 'type': 'LOCATION', 'text': 'Prague'}, {'startOffset': 164, 'endOffset': 169, 'type': 'PERSON', 'text': 'Varga'}]",[],"[{'startOffset': 0, 'endOffset': 8, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 84, 'endOffset': 88, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 144, 'endOffset': 150, 'type': 'LOCATION', 'text': 'Prague'}, {'startOffset': 164, 'endOffset': 169, 'type': 'PERSON', 'text': 'Varga'}]",2.555129,"{'entities': [{'text': 'c.varga@journalisttruth.org', 'type': 'email', 'start_pos': 35, 'end_pos': 62}, {'text': 'cv.editor@riseup.net', 'type': 'email', 'start_pos': 63, 'end_pos': 83}]}",deepseek-r1:7b,role task format and example,4.json
True,1.0,0.25,0.4,1.0,0.0,3,"[{'text': 'bc1q2gdf0hxk6e5nxp72cr9sv5uwx9a0gz0h3p9a4f', 'type': 'btc', 'start_pos': 371, 'end_pos': 413}]","[{'startOffset': 49, 'endOffset': 53, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 289, 'endOffset': 293, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 371, 'endOffset': 413, 'type': 'BTC', 'text': 'bc1q2gdf0hxk6e5nxp72cr9sv5uwx9a0gz0h3p9a4f'}, {'startOffset': 435, 'endOffset': 444, 'type': 'PERSON', 'text': 'Marcellus'}]",[],"[{'startOffset': 49, 'endOffset': 53, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 289, 'endOffset': 293, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 435, 'endOffset': 444, 'type': 'PERSON', 'text': 'Marcellus'}]",3.01716,"{'entities': [{'text': 'bc1q2gdf0hxk6e5nxp72cr9sv5uwx9a0gz0h3p9a4f', 'type': 'btc', 'start_pos': 371, 'end_pos': 413}]}",deepseek-r1:7b,role task format and example,3.json
True,0.3333333333333333,0.1,0.15384615384615383,1.0,2.0,9,"[{'text': 'Catalina', 'type': 'person', 'start_pos': 34, 'end_pos': 42}, {'text': '10.45.67.89', 'type': 'ip', 'start_pos': -1, 'end_pos': -1}, {'text': '6.4 BTC', 'type': 'btc', 'start_pos': 648, 'end_pos': 655}]","[{'startOffset': 33, 'endOffset': 41, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 191, 'endOffset': 201, 'type': 'LOCATION', 'text': 'Seychelles'}, {'startOffset': 342, 'endOffset': 346, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 422, 'endOffset': 446, 'type': 'EMAIL', 'text': 'contact@unitedchange.org'}, {'startOffset': 469, 'endOffset': 500, 'type': 'EMAIL', 'text': 'lance.morenopolitical@gmail.com'}, {'startOffset': 579, 'endOffset': 587, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 661, 'endOffset': 673, 'type': 'PERSON', 'text': 'Lance Moreno'}, {'startOffset': 752, 'endOffset': 760, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 778, 'endOffset': 782, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 793, 'endOffset': 802, 'type': 'PERSON', 'text': 'Marcellus'}]","[{'text': '10.45.67.89', 'type': 'ip', 'start_pos': -1, 'end_pos': -1}, {'text': '6.4 BTC', 'type': 'btc', 'start_pos': 648, 'end_pos': 655}]","[{'startOffset': 191, 'endOffset': 201, 'type': 'LOCATION', 'text': 'Seychelles'}, {'startOffset': 342, 'endOffset': 346, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 422, 'endOffset': 446, 'type': 'EMAIL', 'text': 'contact@unitedchange.org'}, {'startOffset': 469, 'endOffset': 500, 'type': 'EMAIL', 'text': 'lance.morenopolitical@gmail.com'}, {'startOffset': 579, 'endOffset': 587, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 661, 'endOffset': 673, 'type': 'PERSON', 'text': 'Lance Moreno'}, {'startOffset': 752, 'endOffset': 760, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 778, 'endOffset': 782, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 793, 'endOffset': 802, 'type': 'PERSON', 'text': 'Marcellus'}]",3.41226,"{'entities': [{'text': 'Catalina', 'type': 'person', 'start_pos': 34, 'end_pos': 42}, {'text': '10.45.67.89', 'type': 'ip', 'start_pos': -1, 'end_pos': -1}, {'text': '6.4 BTC', 'type': 'btc', 'start_pos': 648, 'end_pos': 655}]}",deepseek-r1:7b,role task format and example,6.json
True,1.0,0.4,0.5714285714285715,2.0,0.0,3,"[{'text': 'm.grant512@tuta.io', 'type': 'email', 'start_pos': 451, 'end_pos': 469}, {'text': 'Anna', 'type': 'person', 'start_pos': 266, 'end_pos': 270}]","[{'startOffset': 132, 'endOffset': 140, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 252, 'endOffset': 261, 'type': 'PERSON', 'text': 'Marcellus'}, {'startOffset': 266, 'endOffset': 270, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 431, 'endOffset': 435, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 451, 'endOffset': 469, 'type': 'EMAIL', 'text': 'm.grant512@tuta.io'}]",[],"[{'startOffset': 132, 'endOffset': 140, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 252, 'endOffset': 261, 'type': 'PERSON', 'text': 'Marcellus'}, {'startOffset': 431, 'endOffset': 435, 'type': 'PERSON', 'text': 'Anna'}]",2.387997,"{'entities': [{'text': 'm.grant512@tuta.io', 'type': 'email', 'start_pos': 451, 'end_pos': 469}, {'text': 'Anna', 'type': 'person', 'start_pos': 266, 'end_pos': 270}]}",deepseek-r1:7b,role task format and example,7.json
True,0.6666666666666666,0.3333333333333333,0.4444444444444444,2.0,1.0,4,"[{'text': 'bc1qt5vmgkz06c4q6z3trw8gkfj0y7n07gq5kzm68d', 'type': 'btc', 'start_pos': 179, 'end_pos': 221}, {'text': 'bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh', 'type': 'btc', 'start_pos': 409, 'end_pos': 451}, {'text': 'Anna Key', 'type': 'person', 'start_pos': 232, 'end_pos': 240}]","[{'startOffset': 41, 'endOffset': 61, 'type': 'EMAIL', 'text': 'cv.editor@riseup.net'}, {'startOffset': 179, 'endOffset': 221, 'type': 'BTC', 'text': 'bc1qt5vmgkz06c4q6z3trw8gkfj0y7n07gq5kzm68d'}, {'startOffset': 232, 'endOffset': 238, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 269, 'endOffset': 273, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 290, 'endOffset': 299, 'type': 'PERSON', 'text': 'Marcellus'}, {'startOffset': 409, 'endOffset': 451, 'type': 'BTC', 'text': 'bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh'}]","[{'text': 'Anna Key', 'type': 'person', 'start_pos': 232, 'end_pos': 240}]","[{'startOffset': 41, 'endOffset': 61, 'type': 'EMAIL', 'text': 'cv.editor@riseup.net'}, {'startOffset': 232, 'endOffset': 238, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 269, 'endOffset': 273, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 290, 'endOffset': 299, 'type': 'PERSON', 'text': 'Marcellus'}]",6.49953,"{'entities': [{'text': 'bc1qt5vmgkz06c4q6z3trw8gkfj0y7n07gq5kzm68d', 'type': 'btc', 'start_pos': 179, 'end_pos': 221}, {'text': 'bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh', 'type': 'btc', 'start_pos': 409, 'end_pos': 451}, {'text': 'Anna Key', 'type': 'person', 'start_pos': 232, 'end_pos': 240}]}",deepseek-r1:7b,role task format example and verification,5.json
True,1.0,0.3333333333333333,0.5,2.0,0.0,4,"[{'text': 'c.varga@journalisttruth.org', 'type': 'email', 'start_pos': 35, 'end_pos': 62}, {'text': 'cv.editor@riseup.net', 'type': 'email', 'start_pos': 63, 'end_pos': 83}]","[{'startOffset': 0, 'endOffset': 8, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 35, 'endOffset': 62, 'type': 'EMAIL', 'text': 'c.varga@journalisttruth.org'}, {'startOffset': 63, 'endOffset': 83, 'type': 'EMAIL', 'text': 'cv.editor@riseup.net'}, {'startOffset': 84, 'endOffset': 88, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 144, 'endOffset': 150, 'type': 'LOCATION', 'text': 'Prague'}, {'startOffset': 164, 'endOffset': 169, 'type': 'PERSON', 'text': 'Varga'}]",[],"[{'startOffset': 0, 'endOffset': 8, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 84, 'endOffset': 88, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 144, 'endOffset': 150, 'type': 'LOCATION', 'text': 'Prague'}, {'startOffset': 164, 'endOffset': 169, 'type': 'PERSON', 'text': 'Varga'}]",2.594695,"{'entities': [{'text': 'c.varga@journalisttruth.org', 'type': 'email', 'start_pos': 35, 'end_pos': 62}, {'text': 'cv.editor@riseup.net', 'type': 'email', 'start_pos': 63, 'end_pos': 83}]}",deepseek-r1:7b,role task format example and verification,4.json
True,0.5,0.25,0.3333333333333333,1.0,1.0,3,"[{'text': 'Anna', 'type': 'person', 'start_pos': 49, 'end_pos': 53}, {'text': 'encrypted via a secure folder', 'type': 'tox', 'start_pos': 18, 'end_pos': 47}]","[{'startOffset': 49, 'endOffset': 53, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 289, 'endOffset': 293, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 371, 'endOffset': 413, 'type': 'BTC', 'text': 'bc1q2gdf0hxk6e5nxp72cr9sv5uwx9a0gz0h3p9a4f'}, {'startOffset': 435, 'endOffset': 444, 'type': 'PERSON', 'text': 'Marcellus'}]","[{'text': 'encrypted via a secure folder', 'type': 'tox', 'start_pos': 18, 'end_pos': 47}]","[{'startOffset': 289, 'endOffset': 293, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 371, 'endOffset': 413, 'type': 'BTC', 'text': 'bc1q2gdf0hxk6e5nxp72cr9sv5uwx9a0gz0h3p9a4f'}, {'startOffset': 435, 'endOffset': 444, 'type': 'PERSON', 'text': 'Marcellus'}]",2.356955,"{'entities': [{'text': 'Anna', 'type': 'person', 'start_pos': 49, 'end_pos': 53}, {'text': 'encrypted via a secure folder', 'type': 'tox', 'start_pos': 18, 'end_pos': 47}]}",deepseek-r1:7b,role task format example and verification,3.json
True,0.6666666666666666,0.4,0.5,4.0,2.0,6,"[{'text': 'Catalina', 'type': 'person', 'start_pos': 34, 'end_pos': 42}, {'text': 'Anna', 'type': 'person', 'start_pos': 343, 'end_pos': 347}, {'text': 'Lance Moreno', 'type': 'person', 'start_pos': 669, 'end_pos': 681}, {'text': 'unitedchange.org', 'type': 'iban', 'start_pos': 438, 'end_pos': 454}, {'text': 'lance.morenopolitical@gmail.com', 'type': 'email', 'start_pos': 477, 'end_pos': 508}, {'text': '6.4 BTC', 'type': 'btc', 'start_pos': 648, 'end_pos': 655}]","[{'startOffset': 33, 'endOffset': 41, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 191, 'endOffset': 201, 'type': 'LOCATION', 'text': 'Seychelles'}, {'startOffset': 342, 'endOffset': 346, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 422, 'endOffset': 446, 'type': 'EMAIL', 'text': 'contact@unitedchange.org'}, {'startOffset': 469, 'endOffset': 500, 'type': 'EMAIL', 'text': 'lance.morenopolitical@gmail.com'}, {'startOffset': 579, 'endOffset': 587, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 661, 'endOffset': 673, 'type': 'PERSON', 'text': 'Lance Moreno'}, {'startOffset': 752, 'endOffset': 760, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 778, 'endOffset': 782, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 793, 'endOffset': 802, 'type': 'PERSON', 'text': 'Marcellus'}]","[{'text': 'unitedchange.org', 'type': 'iban', 'start_pos': 438, 'end_pos': 454}, {'text': '6.4 BTC', 'type': 'btc', 'start_pos': 648, 'end_pos': 655}]","[{'startOffset': 191, 'endOffset': 201, 'type': 'LOCATION', 'text': 'Seychelles'}, {'startOffset': 422, 'endOffset': 446, 'type': 'EMAIL', 'text': 'contact@unitedchange.org'}, {'startOffset': 579, 'endOffset': 587, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 752, 'endOffset': 760, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 778, 'endOffset': 782, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 793, 'endOffset': 802, 'type': 'PERSON', 'text': 'Marcellus'}]",6.300317,"{'entities': [{'text': 'Catalina', 'type': 'person', 'start_pos': 34, 'end_pos': 42}, {'text': 'Anna', 'type': 'person', 'start_pos': 343, 'end_pos': 347}, {'text': 'Lance Moreno', 'type': 'person', 'start_pos': 669, 'end_pos': 681}, {'text': 'unitedchange.org', 'type': 'iban', 'start_pos': 438, 'end_pos': 454}, {'text': 'lance.morenopolitical@gmail.com', 'type': 'email', 'start_pos': 477, 'end_pos': 508}, {'text': '6.4 BTC', 'type': 'btc', 'start_pos': 648, 'end_pos': 655}]}",deepseek-r1:7b,role task format example and verification,6.json
True,1.0,0.4,0.5714285714285715,2.0,0.0,3,"[{'text': 'm.grant512@tuta.io', 'type': 'email', 'start_pos': 451, 'end_pos': 469}, {'text': 'Catalina', 'type': 'person', 'start_pos': 132, 'end_pos': 140}]","[{'startOffset': 132, 'endOffset': 140, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 252, 'endOffset': 261, 'type': 'PERSON', 'text': 'Marcellus'}, {'startOffset': 266, 'endOffset': 270, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 431, 'endOffset': 435, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 451, 'endOffset': 469, 'type': 'EMAIL', 'text': 'm.grant512@tuta.io'}]",[],"[{'startOffset': 252, 'endOffset': 261, 'type': 'PERSON', 'text': 'Marcellus'}, {'startOffset': 266, 'endOffset': 270, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 431, 'endOffset': 435, 'type': 'PERSON', 'text': 'Anna'}]",2.492509,"{'entities': [{'text': 'm.grant512@tuta.io', 'type': 'email', 'start_pos': 451, 'end_pos': 469}, {'text': 'Catalina', 'type': 'person', 'start_pos': 132, 'end_pos': 140}]}",deepseek-r1:7b,role task format example and verification,7.json
